"date","home_team","away_team","home_score","away_score","tournament"
4,"Iraq","Saudi Arabia",2,0,"Gulf Cup"
4,"Vietnam","Indonesia",2,0,"AFF Championship"
4,"United Arab Emirates","Kuwait",0,1,"Gulf Cup"
4,"Qatar","Bahrain",1,2,"Gulf Cup"
4,"Thailand","Malaysia",3,0,"AFF Championship"
4,"Finland","Estonia",0,1,"Friendly"
4,"Sweden","Iceland",2,1,"Friendly"
4,"Iraq","Yemen",5,0,"Gulf Cup"
4,"Saudi Arabia","Oman",1,2,"Gulf Cup"
4,"Bahrain","Kuwait",1,1,"Gulf Cup"
4,"Qatar","United Arab Emirates",1,1,"Gulf Cup"
4,"Vietnam","Thailand",2,2,"AFF Championship"
4,"Iraq","Qatar",2,1,"Gulf Cup"
4,"Bahrain","Oman",0,1,"Gulf Cup"
4,"Thailand","Vietnam",1,0,"AFF Championship"
4,"Iraq","Oman",3,2,"Gulf Cup"
4,"Jamaica","Trinidad and Tobago",0,1,"Friendly"
4,"Guatemala","Panama",1,1,"Friendly"
4,"Jamaica","Trinidad and Tobago",0,0,"Friendly"
4,"Bangladesh","Malawi",1,1,"Friendly"
4,"Ethiopia","Rwanda",1,0,"Friendly"
4,"Fiji","Vanuatu",1,2,"Friendly"
4,"Maldives","Pakistan",1,0,"Friendly"
4,"Tahiti","New Caledonia",0,2,"Friendly"
4,"Honduras","El Salvador",1,0,"Friendly"
4,"India","Myanmar",1,0,"Tri Nation Tournament"
4,"Nepal","Laos",2,0,"Tri Nation Tournament"
4,"Benin","Rwanda",1,1,"African Cup of Nations qualification"
4,"Argentina","Panama",2,0,"Friendly"
4,"Hong Kong","Singapore",1,1,"Friendly"
4,"Hungary","Estonia",1,0,"Friendly"
4,"Malaysia","Turkmenistan",1,0,"Friendly"
4,"New Zealand","China PR",0,0,"Friendly"
4,"Solomon Islands","Vanuatu",2,0,"Friendly"
4,"Madagascar","Central African Republic",0,3,"African Cup of Nations qualification"
4,"Ghana","Angola",1,0,"African Cup of Nations qualification"
4,"Algeria","Niger",2,1,"African Cup of Nations qualification"
4,"Congo","South Sudan",1,2,"African Cup of Nations qualification"
4,"Zambia","Lesotho",3,1,"African Cup of Nations qualification"
4,"Gabon","Sudan",1,0,"African Cup of Nations qualification"
4,"Italy","England",1,2,"UEFA Euro qualification"
4,"Denmark","Finland",3,1,"UEFA Euro qualification"
4,"Kazakhstan","Slovenia",1,2,"UEFA Euro qualification"
4,"Bosnia and Herzegovina","Iceland",3,0,"UEFA Euro qualification"
4,"Slovakia","Luxembourg",0,0,"UEFA Euro qualification"
4,"Suriname","Mexico",0,2,"CONCACAF Nations League"
4,"British Virgin Islands","Puerto Rico",1,3,"CONCACAF Nations League"
4,"Australia","Ecuador",3,1,"Friendly"
4,"Japan","Uruguay",1,1,"Friendly"
4,"Kuwait","Philippines",2,0,"Friendly"
4,"Saudi Arabia","Venezuela",1,2,"Friendly"
4,"Tahiti","New Caledonia",2,1,"Friendly"
4,"Uzbekistan","Bolivia",1,0,"Friendly"
4,"Nigeria","Guinea-Bissau",0,1,"African Cup of Nations qualification"
4,"Burkina Faso","Togo",1,0,"African Cup of Nations qualification"
4,"Cameroon","Namibia",1,1,"African Cup of Nations qualification"
4,"Guinea","Ethiopia",2,0,"African Cup of Nations qualification"
4,"Egypt","Malawi",2,0,"African Cup of Nations qualification"
4,"Uganda","Tanzania",0,1,"African Cup of Nations qualification"
4,"Equatorial Guinea","Botswana",2,0,"African Cup of Nations qualification"
4,"Tunisia","Libya",3,0,"African Cup of Nations qualification"
4,"South Africa","Liberia",2,2,"African Cup of Nations qualification"
4,"Senegal","Mozambique",5,1,"African Cup of Nations qualification"
4,"France","Netherlands",4,0,"UEFA Euro qualification"
4,"Czech Republic","Poland",3,1,"UEFA Euro qualification"
4,"Austria","Azerbaijan",4,1,"UEFA Euro qualification"
4,"Sweden","Belgium",0,3,"UEFA Euro qualification"
4,"Bulgaria","Montenegro",0,1,"UEFA Euro qualification"
4,"Serbia","Lithuania",2,0,"UEFA Euro qualification"
4,"Bahamas","Trinidad and Tobago",0,3,"CONCACAF Nations League"
4,"Belize","Guatemala",1,2,"CONCACAF Nations League"
4,"Bahrain","Palestine",1,2,"Friendly"
4,"Bangladesh","Seychelles",1,0,"Friendly"
4,"Bhutan","Laos",1,2,"Tri Nation Tournament"
4,"Georgia","Mongolia",6,1,"Friendly"
4,"Germany","Peru",2,0,"Friendly"
4,"Indonesia","Burundi",3,1,"Friendly"
4,"Morocco","Brazil",2,1,"Friendly"
4,"Thailand","Syria",1,3,"Friendly"
4,"United Arab Emirates","Tajikistan",0,0,"Friendly"
4,"Scotland","Cyprus",3,0,"UEFA Euro qualification"
4,"Spain","Norway",3,0,"UEFA Euro qualification"
4,"Croatia","Wales",1,1,"UEFA Euro qualification"
4,"Armenia","Turkey",1,2,"UEFA Euro qualification"
4,"Belarus","Switzerland",0,5,"UEFA Euro qualification"
4,"Israel","Kosovo",1,1,"UEFA Euro qualification"
4,"Bermuda","Guyana",0,2,"CONCACAF Nations League"
4,"Fiji","Solomon Islands",0,2,"Friendly"
4,"Macau","Singapore",0,1,"Friendly"
4,"New Zealand","China PR",2,1,"Friendly"
4,"Russia","Iraq",2,0,"Friendly"
4,"Lesotho","Zambia",0,2,"African Cup of Nations qualification"
4,"England","Ukraine",2,0,"UEFA Euro qualification"
4,"Kazakhstan","Denmark",3,2,"UEFA Euro qualification"
4,"Northern Ireland","Finland",0,1,"UEFA Euro qualification"
4,"Luxembourg","Portugal",0,6,"UEFA Euro qualification"
4,"Slovakia","Bosnia and Herzegovina",2,0,"UEFA Euro qualification"
4,"Mexico","Jamaica",2,2,"CONCACAF Nations League"
4,"Puerto Rico","Cayman Islands",5,1,"CONCACAF Nations League"
4,"Chile","Paraguay",3,2,"Friendly"
4,"Greece","Lithuania",0,0,"Friendly"
4,"Oman","Lebanon",2,0,"Friendly"
4,"Guinea-Bissau","Nigeria",0,1,"African Cup of Nations qualification"
4,"Ethiopia","Guinea",2,3,"African Cup of Nations qualification"
4,"Central African Republic","Madagascar",2,0,"African Cup of Nations qualification"
4,"Angola","Ghana",1,1,"African Cup of Nations qualification"
4,"Niger","Algeria",0,1,"African Cup of Nations qualification"
4,"South Sudan","Congo",0,1,"African Cup of Nations qualification"
4,"Sudan","Gabon",1,0,"African Cup of Nations qualification"
4,"Republic of Ireland","France",0,1,"UEFA Euro qualification"
4,"Poland","Albania",1,0,"UEFA Euro qualification"
4,"Moldova","Czech Republic",0,0,"UEFA Euro qualification"
4,"Austria","Estonia",2,1,"UEFA Euro qualification"
4,"Sweden","Azerbaijan",5,0,"UEFA Euro qualification"
4,"Hungary","Bulgaria",3,0,"UEFA Euro qualification"
4,"Montenegro","Serbia",0,2,"UEFA Euro qualification"
4,"Trinidad and Tobago","Nicaragua",1,1,"CONCACAF Nations League"
4,"Dominican Republic","Belize",2,0,"CONCACAF Nations League"
4,"Armenia","Cyprus",2,2,"Friendly"
4,"Australia","Ecuador",1,2,"Friendly"
4,"Bahrain","Syria",1,0,"Friendly"
4,"Bangladesh","Seychelles",0,1,"Friendly"
4,"Germany","Belgium",2,3,"Friendly"
4,"Indonesia","Burundi",2,2,"Friendly"
4,"Japan","Colombia",1,2,"Friendly"
4,"Jordan","Philippines",4,0,"Friendly"
4,"Kuwait","Tajikistan",2,1,"Friendly"
4,"Malaysia","Hong Kong",2,0,"Friendly"
4,"Morocco","Peru",0,0,"Friendly"
4,"Nepal","Bhutan",1,1,"Tri Nation Tournament"
4,"Saudi Arabia","Bolivia",1,2,"Friendly"
4,"United Arab Emirates","Thailand",2,0,"Friendly"
4,"Uzbekistan","Venezuela",1,1,"Friendly"
4,"Togo","Burkina Faso",1,1,"African Cup of Nations qualification"
4,"Namibia","Cameroon",2,1,"African Cup of Nations qualification"
4,"Malawi","Egypt",0,4,"African Cup of Nations qualification"
4,"Tanzania","Uganda",0,1,"African Cup of Nations qualification"
4,"Botswana","Equatorial Guinea",2,3,"African Cup of Nations qualification"
4,"Libya","Tunisia",0,1,"African Cup of Nations qualification"
4,"Liberia","South Africa",1,2,"African Cup of Nations qualification"
4,"Mozambique","Senegal",0,1,"African Cup of Nations qualification"
4,"Scotland","Spain",2,0,"UEFA Euro qualification"
4,"Georgia","Norway",1,1,"UEFA Euro qualification"
4,"Turkey","Croatia",0,2,"UEFA Euro qualification"
4,"Switzerland","Israel",3,0,"UEFA Euro qualification"
4,"Romania","Belarus",2,1,"UEFA Euro qualification"
4,"Costa Rica","Panama",0,1,"CONCACAF Nations League"
4,"Canada","Honduras",4,1,"CONCACAF Nations League"
4,"Guyana","Montserrat",0,0,"CONCACAF Nations League"
4,"Rwanda","Benin",1,1,"African Cup of Nations qualification"
4,"Nepal","Laos",2,1,"Tri Nation Tournament"
4,"Mexico","Guatemala",2,0,"Friendly"
4,"Mexico","Cameroon",2,2,"Friendly"
4,"Panama","Nicaragua",3,2,"Friendly"
4,"Guatemala","Trinidad and Tobago",0,1,"Friendly"
4,"Tajikistan","Turkmenistan",1,1,"CAFA Nations Cup"
4,"Uzbekistan","Oman",3,0,"CAFA Nations Cup"
4,"Mauritius","Pakistan",3,0,"Mauritius Four Nations Cup"
4,"Germany","Ukraine",3,3,"Friendly"
4,"Indonesia","Palestine",0,0,"Friendly"
4,"Malaysia","Solomon Islands",4,1,"Friendly"
4,"Mozambique","Malawi",1,1,"Friendly"
4,"Togo","Lesotho",2,0,"Friendly"
4,"Uruguay","Nicaragua",4,1,"Friendly"
4,"Netherlands","Croatia",2,4,"UEFA Nations League"
4,"Oman","Tajikistan",1,1,"CAFA Nations Cup"
4,"Uzbekistan","Turkmenistan",2,0,"CAFA Nations Cup"
4,"Pakistan","Kenya",0,1,"Mauritius Four Nations Cup"
4,"Mauritius","Djibouti",1,3,"Mauritius Four Nations Cup"
4,"Guinea","Egypt",1,2,"African Cup of Nations qualification"
4,"Panama","Canada",0,2,"CONCACAF Nations League"
4,"Argentina","Australia",2,0,"Friendly"
4,"Cambodia","Bangladesh",0,1,"Friendly"
4,"Costa Rica","Guatemala",0,1,"Friendly"
4,"Honduras","Venezuela",0,1,"Friendly"
4,"Jamaica","Qatar",1,2,"Friendly"
4,"Japan","El Salvador",6,0,"Friendly"
4,"Philippines","Nepal",1,0,"Friendly"
4,"Vietnam","Hong Kong",1,0,"Friendly"
4,"Spain","Italy",2,1,"UEFA Nations League"
4,"Chile","Dominican Republic",5,0,"Friendly"
4,"China PR","Myanmar",4,0,"Friendly"
4,"Colombia","Iraq",1,0,"Friendly"
4,"Poland","Germany",1,0,"Friendly"
4,"Serbia","Jordan",3,2,"Friendly"
4,"Singapore","Papua New Guinea",2,2,"Friendly"
4,"Sweden","New Zealand",4,1,"Friendly"
4,"Greece","Republic of Ireland",2,1,"UEFA Euro qualification"
4,"North Macedonia","Ukraine",2,3,"UEFA Euro qualification"
4,"Wales","Armenia",2,4,"UEFA Euro qualification"
4,"Finland","Slovenia",2,0,"UEFA Euro qualification"
4,"Denmark","Northern Ireland",1,0,"UEFA Euro qualification"
4,"Belarus","Israel",1,2,"UEFA Euro qualification"
4,"Kosovo","Romania",0,0,"UEFA Euro qualification"
4,"Suriname","Puerto Rico",0,0,"Gold Cup qualification"
4,"Brazil","Guinea",4,1,"Friendly"
4,"Ecuador","Bolivia",1,0,"Friendly"
4,"Norway","Scotland",1,2,"UEFA Euro qualification"
4,"Cyprus","Georgia",1,2,"UEFA Euro qualification"
4,"Albania","Moldova",2,0,"UEFA Euro qualification"
4,"Azerbaijan","Estonia",1,1,"UEFA Euro qualification"
4,"Belgium","Austria",1,1,"UEFA Euro qualification"
4,"Lithuania","Bulgaria",1,1,"UEFA Euro qualification"
4,"Montenegro","Hungary",0,0,"UEFA Euro qualification"
4,"Iceland","Slovakia",1,2,"UEFA Euro qualification"
4,"Portugal","Bosnia and Herzegovina",3,0,"UEFA Euro qualification"
4,"Turkmenistan","Oman",0,2,"CAFA Nations Cup"
4,"Uzbekistan","Tajikistan",5,1,"CAFA Nations Cup"
4,"Djibouti","Pakistan",3,1,"Mauritius Four Nations Cup"
4,"Central African Republic","Angola",1,2,"African Cup of Nations qualification"
4,"Lesotho","Comoros",0,1,"African Cup of Nations qualification"
4,"Equatorial Guinea","Tunisia",1,0,"African Cup of Nations qualification"
4,"Botswana","Libya",1,0,"African Cup of Nations qualification"
4,"South Africa","Morocco",2,1,"African Cup of Nations qualification"
4,"Benin","Senegal",1,1,"African Cup of Nations qualification"
4,"Panama","Mexico",0,1,"CONCACAF Nations League"
4,"Egypt","South Sudan",3,0,"Friendly"
4,"Guatemala","Venezuela",0,1,"Friendly"
4,"Paraguay","Nicaragua",2,0,"Friendly"
4,"Singapore","Solomon Islands",1,1,"Friendly"
4,"Netherlands","Italy",2,3,"UEFA Nations League"
4,"Croatia","Spain",0,0,"UEFA Nations League"
4,"Mauritius","Kenya",1,0,"Mauritius Four Nations Cup"
4,"Sierra Leone","Nigeria",2,3,"African Cup of Nations qualification"
4,"Eswatini","Togo",0,2,"African Cup of Nations qualification"
4,"Madagascar","Ghana",0,0,"African Cup of Nations qualification"
4,"Tanzania","Niger",1,0,"African Cup of Nations qualification"
4,"Uganda","Algeria",1,2,"African Cup of Nations qualification"
4,"Congo","Mali",0,2,"African Cup of Nations qualification"
4,"Rwanda","Mozambique",0,2,"African Cup of Nations qualification"
4,"Hong Kong","Thailand",0,1,"Friendly"
4,"Indonesia","Argentina",0,2,"Friendly"
4,"Jamaica","Jordan",1,2,"Friendly"
4,"Macau","Myanmar",0,2,"Friendly"
4,"France","Greece",1,0,"UEFA Euro qualification"
4,"England","North Macedonia",7,0,"UEFA Euro qualification"
4,"Turkey","Wales",2,0,"UEFA Euro qualification"
4,"Northern Ireland","Kazakhstan",0,1,"UEFA Euro qualification"
4,"Slovenia","Denmark",1,1,"UEFA Euro qualification"
4,"Belarus","Kosovo",2,1,"UEFA Euro qualification"
4,"Switzerland","Romania",2,2,"UEFA Euro qualification"
4,"Algeria","Tunisia",1,1,"Friendly"
4,"Bolivia","Chile",0,0,"Friendly"
4,"Brazil","Senegal",2,4,"Friendly"
4,"China PR","Palestine",2,0,"Friendly"
4,"Ecuador","Costa Rica",3,1,"Friendly"
4,"Germany","Colombia",0,2,"Friendly"
4,"Japan","Peru",4,1,"Friendly"
4,"Malaysia","Papua New Guinea",10,0,"Friendly"
4,"Montenegro","Czech Republic",1,4,"Friendly"
4,"Vietnam","Syria",1,0,"Friendly"
4,"Scotland","Georgia",2,0,"UEFA Euro qualification"
4,"Norway","Cyprus",3,1,"UEFA Euro qualification"
4,"Moldova","Poland",3,2,"UEFA Euro qualification"
4,"Austria","Sweden",2,0,"UEFA Euro qualification"
4,"Estonia","Belgium",0,3,"UEFA Euro qualification"
4,"Hungary","Lithuania",2,0,"UEFA Euro qualification"
4,"Bulgaria","Serbia",1,1,"UEFA Euro qualification"
4,"Iceland","Portugal",0,1,"UEFA Euro qualification"
4,"Bosnia and Herzegovina","Luxembourg",0,2,"UEFA Euro qualification"
4,"Burundi","Namibia",3,2,"African Cup of Nations qualification"
4,"Ethiopia","Malawi",0,0,"African Cup of Nations qualification"
4,"Sudan","Mauritania",0,3,"African Cup of Nations qualification"
4,"Kuwait","Nepal",3,1,"SAFF Cup"
4,"India","Pakistan",4,0,"SAFF Cup"
4,"Lebanon","Bangladesh",2,0,"SAFF Cup"
4,"Maldives","Bhutan",2,0,"SAFF Cup"
4,"Pakistan","Kuwait",0,4,"SAFF Cup"
4,"India","Nepal",2,0,"SAFF Cup"
4,"Bangladesh","Maldives",3,1,"SAFF Cup"
4,"Bhutan","Lebanon",1,4,"SAFF Cup"
4,"Mexico","Honduras",4,0,"Gold Cup"
4,"Costa Rica","Panama",1,2,"Gold Cup"
4,"Nepal","Pakistan",1,0,"SAFF Cup"
4,"India","Kuwait",1,1,"SAFF Cup"
4,"Lebanon","Maldives",1,0,"SAFF Cup"
4,"Bhutan","Bangladesh",1,3,"SAFF Cup"
4,"Jamaica","Trinidad and Tobago",4,1,"Gold Cup"
4,"Qatar","Honduras",1,1,"Gold Cup"
4,"El Salvador","Costa Rica",0,0,"Gold Cup"
4,"India","Lebanon",0,0,"SAFF Cup"
4,"Kuwait","Bangladesh",1,0,"SAFF Cup"
4,"Guatemala","Canada",0,0,"Gold Cup"
4,"Mexico","Qatar",0,1,"Gold Cup"
4,"India","Kuwait",1,1,"SAFF Cup"
4,"Panama","El Salvador",2,2,"Gold Cup"
4,"Eswatini","Botswana",0,1,"COSAFA Cup"
4,"South Africa","Namibia",1,1,"COSAFA Cup"
4,"Seychelles","Comoros",0,3,"COSAFA Cup"
4,"Zambia","Malawi",0,1,"COSAFA Cup"
4,"Mauritius","Lesotho",0,2,"COSAFA Cup"
4,"Mozambique","Angola",1,1,"COSAFA Cup"
4,"Panama","Qatar",4,0,"Gold Cup"
4,"Mexico","Costa Rica",2,0,"Gold Cup"
4,"South Africa","Botswana",2,1,"COSAFA Cup"
4,"Namibia","Eswatini",1,2,"COSAFA Cup"
4,"Guatemala","Jamaica",0,1,"Gold Cup"
4,"Zambia","Comoros",2,1,"COSAFA Cup"
4,"Malawi","Seychelles",2,0,"COSAFA Cup"
4,"Angola","Mauritius",0,1,"COSAFA Cup"
4,"Mozambique","Lesotho",0,1,"COSAFA Cup"
4,"Namibia","Botswana",0,0,"COSAFA Cup"
4,"South Africa","Eswatini",2,1,"COSAFA Cup"
4,"Malawi","Comoros",2,0,"COSAFA Cup"
4,"Seychelles","Zambia",2,4,"COSAFA Cup"
4,"Jamaica","Mexico",0,3,"Gold Cup"
4,"Angola","Lesotho",4,2,"COSAFA Cup"
4,"Mauritius","Mozambique",0,1,"COSAFA Cup"
4,"Malawi","Lesotho",1,1,"COSAFA Cup"
4,"South Africa","Zambia",1,2,"COSAFA Cup"
4,"Mexico","Panama",1,0,"Gold Cup"
4,"South Africa","Malawi",0,0,"COSAFA Cup"
4,"Lesotho","Zambia",0,1,"COSAFA Cup"
4,"Ethiopia","Guyana",2,0,"Friendly"
4,"Madagascar","Seychelles",1,0,"Indian Ocean Island Games"
4,"Madagascar","Mauritius",1,1,"Indian Ocean Island Games"
4,"Bolivia","Panama",1,2,"Friendly"
4,"Tahiti","Cook Islands",9,1,"Friendly"
4,"Mauritius","Seychelles",1,0,"Indian Ocean Island Games"
4,"Tahiti","Cook Islands",3,0,"Friendly"
4,"Madagascar","Comoros",4,2,"Indian Ocean Island Games"
4,"Comoros","Mauritius",0,2,"Indian Ocean Island Games"
4,"Bangladesh","Afghanistan",0,0,"Friendly"
4,"Guatemala","Honduras",0,0,"Friendly"
4,"Mozambique","Benin",3,2,"African Cup of Nations qualification"
4,"Macau","Bhutan",0,1,"Friendly"
4,"Oman","Palestine",2,1,"Friendly"
4,"Syria","Malaysia",2,2,"Friendly"
4,"Libya","Equatorial Guinea",1,1,"African Cup of Nations qualification"
4,"Guatemala","El Salvador",2,0,"CONCACAF Nations League"
4,"Colombia","Venezuela",1,0,"FIFA World Cup qualification"
4,"Paraguay","Peru",0,0,"FIFA World Cup qualification"
4,"Argentina","Ecuador",1,0,"FIFA World Cup qualification"
4,"Austria","Moldova",1,1,"Friendly"
4,"Bahrain","Kuwait",1,3,"Friendly"
4,"Bangladesh","Afghanistan",1,1,"Friendly"
4,"Cambodia","Hong Kong",1,1,"Friendly"
4,"Norway","Jordan",6,0,"Friendly"
4,"Qatar","Kenya",1,2,"Friendly"
4,"Ghana","Central African Republic",2,1,"African Cup of Nations qualification"
4,"Angola","Madagascar",0,0,"African Cup of Nations qualification"
4,"Algeria","Tanzania",0,0,"African Cup of Nations qualification"
4,"Niger","Uganda",0,2,"African Cup of Nations qualification"
4,"Tunisia","Botswana",3,0,"African Cup of Nations qualification"
4,"France","Republic of Ireland",2,0,"UEFA Euro qualification"
4,"Netherlands","Greece",3,0,"UEFA Euro qualification"
4,"Czech Republic","Albania",1,1,"UEFA Euro qualification"
4,"Serbia","Hungary",1,2,"UEFA Euro qualification"
4,"Lithuania","Montenegro",2,2,"UEFA Euro qualification"
4,"Kazakhstan","Finland",0,1,"UEFA Euro qualification"
4,"Slovenia","Northern Ireland",4,2,"UEFA Euro qualification"
4,"Iraq","India",2,2,"King's Cup"
4,"Thailand","Lebanon",2,1,"King's Cup"
4,"Jamaica","Honduras",1,0,"CONCACAF Nations League"
4,"Barbados","Montserrat",2,3,"CONCACAF Nations League"
4,"Dominican Republic","Nicaragua",0,2,"CONCACAF Nations League"
4,"Uruguay","Chile",3,1,"FIFA World Cup qualification"
4,"Brazil","Bolivia",5,1,"FIFA World Cup qualification"
4,"Costa Rica","Saudi Arabia",3,1,"Friendly"
4,"Indonesia","Turkmenistan",2,0,"Friendly"
4,"Myanmar","Nepal",0,0,"Friendly"
4,"Singapore","Tajikistan",0,2,"Friendly"
4,"Burkina Faso","Eswatini",0,0,"African Cup of Nations qualification"
4,"Egypt","Ethiopia",1,0,"African Cup of Nations qualification"
4,"Mali","South Sudan",4,0,"African Cup of Nations qualification"
4,"Georgia","Spain",1,7,"UEFA Euro qualification"
4,"Cyprus","Scotland",0,3,"UEFA Euro qualification"
4,"Turkey","Armenia",1,1,"UEFA Euro qualification"
4,"Luxembourg","Iceland",3,1,"UEFA Euro qualification"
4,"Slovakia","Portugal",0,1,"UEFA Euro qualification"
4,"Bahamas","Puerto Rico",1,6,"CONCACAF Nations League"
4,"China PR","Malaysia",1,1,"Friendly"
4,"Germany","Japan",1,4,"Friendly"
4,"Mexico","Australia",2,2,"Friendly"
4,"South Africa","Namibia",0,0,"Friendly"
4,"Malawi","Guinea",2,2,"African Cup of Nations qualification"
4,"Comoros","Zambia",1,1,"African Cup of Nations qualification"
4,"Mauritania","Gabon",2,1,"African Cup of Nations qualification"
4,"Rwanda","Senegal",1,1,"African Cup of Nations qualification"
4,"Ukraine","England",1,1,"UEFA Euro qualification"
4,"North Macedonia","Italy",1,1,"UEFA Euro qualification"
4,"Azerbaijan","Belgium",0,1,"UEFA Euro qualification"
4,"Estonia","Sweden",0,5,"UEFA Euro qualification"
4,"Kosovo","Switzerland",2,2,"UEFA Euro qualification"
4,"Romania","Israel",1,1,"UEFA Euro qualification"
4,"Guatemala","Panama",1,1,"CONCACAF Nations League"
4,"El Salvador","Trinidad and Tobago",2,3,"CONCACAF Nations League"
4,"Hungary","Czech Republic",1,1,"Friendly"
4,"Republic of Ireland","Netherlands",1,2,"UEFA Euro qualification"
4,"Albania","Poland",2,0,"UEFA Euro qualification"
4,"Montenegro","Bulgaria",2,1,"UEFA Euro qualification"
4,"Lithuania","Serbia",1,3,"UEFA Euro qualification"
4,"Finland","Denmark",0,1,"UEFA Euro qualification"
4,"Kazakhstan","Northern Ireland",1,0,"UEFA Euro qualification"
4,"Lebanon","India",1,0,"King's Cup"
4,"Thailand","Iraq",2,2,"King's Cup"
4,"Dominican Republic","Montserrat",3,0,"CONCACAF Nations League"
4,"Nicaragua","Barbados",5,1,"CONCACAF Nations League"
4,"Cayman Islands","Aruba",1,2,"CONCACAF Nations League"
4,"Cambodia","Macau",4,0,"Friendly"
4,"Myanmar","Nepal",1,0,"Friendly"
4,"Vietnam","Palestine",2,0,"Friendly"
4,"Guinea-Bissau","Sierra Leone",2,1,"African Cup of Nations qualification"
4,"Armenia","Croatia",0,1,"UEFA Euro qualification"
4,"Iceland","Bosnia and Herzegovina",1,0,"UEFA Euro qualification"
4,"Portugal","Luxembourg",9,0,"UEFA Euro qualification"
4,"Guyana","Bahamas",3,2,"CONCACAF Nations League"
4,"Bolivia","Argentina",0,3,"FIFA World Cup qualification"
4,"Ecuador","Uruguay",2,1,"FIFA World Cup qualification"
4,"Venezuela","Paraguay",1,0,"FIFA World Cup qualification"
4,"Peru","Brazil",0,1,"FIFA World Cup qualification"
4,"Chile","Colombia",0,0,"FIFA World Cup qualification"
4,"Azerbaijan","Jordan",2,1,"Friendly"
4,"Bahrain","Turkmenistan",1,1,"Friendly"
4,"China PR","Syria",0,1,"Friendly"
4,"Egypt","Tunisia",1,3,"Friendly"
4,"Germany","France",2,1,"Friendly"
4,"Qatar","Russia",1,1,"Friendly"
4,"Ghana","Liberia",3,1,"Friendly"
4,"Japan","Turkey",4,2,"Friendly"
4,"Kenya","South Sudan",0,1,"Friendly"
4,"Mexico","Uzbekistan",3,3,"Friendly"
4,"Morocco","Burkina Faso",1,0,"Friendly"
4,"Philippines","Afghanistan",2,1,"Friendly"
4,"Scotland","England",1,3,"Friendly"
4,"Senegal","Algeria",0,1,"Friendly"
4,"United Arab Emirates","Costa Rica",4,1,"Friendly"
4,"Cameroon","Burundi",3,0,"African Cup of Nations qualification"
4,"Norway","Georgia",2,1,"UEFA Euro qualification"
4,"Spain","Cyprus",6,0,"UEFA Euro qualification"
4,"Italy","Ukraine",2,1,"UEFA Euro qualification"
4,"Belgium","Estonia",5,0,"UEFA Euro qualification"
4,"Sweden","Austria",1,3,"UEFA Euro qualification"
4,"Israel","Belarus",1,0,"UEFA Euro qualification"
4,"Romania","Kosovo",2,0,"UEFA Euro qualification"
4,"Papua New Guinea","Solomon Islands",1,3,"MSG Prime Minister's Cup"
4,"New Caledonia","Vanuatu",4,0,"MSG Prime Minister's Cup"
4,"China PR","Vietnam",2,0,"Friendly"
4,"Solomon Islands","Vanuatu",1,0,"MSG Prime Minister's Cup"
4,"New Caledonia","Papua New Guinea",3,1,"MSG Prime Minister's Cup"
4,"Dominica","British Virgin Islands",1,1,"CONCACAF Nations League"
4,"Colombia","Uruguay",2,2,"FIFA World Cup qualification"
4,"Bolivia","Ecuador",1,2,"FIFA World Cup qualification"
4,"Argentina","Paraguay",1,0,"FIFA World Cup qualification"
4,"Brazil","Venezuela",1,1,"FIFA World Cup qualification"
4,"Chile","Peru",2,0,"FIFA World Cup qualification"
4,"Afghanistan","Mongolia",1,0,"FIFA World Cup qualification"
4,"Cambodia","Pakistan",0,0,"FIFA World Cup qualification"
4,"Hong Kong","Bhutan",4,0,"FIFA World Cup qualification"
4,"Maldives","Bangladesh",1,1,"FIFA World Cup qualification"
4,"Myanmar","Macau",5,1,"FIFA World Cup qualification"
4,"Nepal","Laos",1,1,"FIFA World Cup qualification"
4,"Singapore","Guam",2,1,"FIFA World Cup qualification"
4,"Yemen","Sri Lanka",3,0,"FIFA World Cup qualification"
4,"Egypt","Zambia",1,0,"Friendly"
4,"Georgia","Thailand",8,0,"Friendly"
4,"Montenegro","Lebanon",3,2,"Friendly"
4,"Russia","Cameroon",1,0,"Friendly"
4,"Sweden","Moldova",3,1,"Friendly"
4,"Spain","Scotland",2,0,"UEFA Euro qualification"
4,"Cyprus","Norway",0,4,"UEFA Euro qualification"
4,"Croatia","Turkey",0,1,"UEFA Euro qualification"
4,"Albania","Czech Republic",3,0,"UEFA Euro qualification"
4,"Belarus","Romania",0,0,"UEFA Euro qualification"
4,"Trinidad and Tobago","Guatemala",3,2,"CONCACAF Nations League"
4,"Montserrat","Nicaragua",0,3,"CONCACAF Nations League"
4,"Barbados","Dominican Republic",0,5,"CONCACAF Nations League"
4,"Belize","Bermuda",0,1,"CONCACAF Nations League"
4,"England","Australia",1,0,"Friendly"
4,"Equatorial Guinea","Burkina Faso",0,0,"Friendly"
4,"Guinea","Guinea-Bissau",1,0,"Friendly"
4,"Iraq","Qatar",0,0,"Friendly"
4,"Japan","Canada",4,1,"Friendly"
4,"Mali","Uganda",1,0,"Friendly"
4,"Nigeria","Saudi Arabia",2,2,"Friendly"
4,"South Africa","Eswatini",0,0,"Friendly"
4,"Vietnam","Uzbekistan",0,2,"Friendly"
4,"Republic of Ireland","Greece",0,2,"UEFA Euro qualification"
4,"Netherlands","France",1,2,"UEFA Euro qualification"
4,"Estonia","Azerbaijan",0,2,"UEFA Euro qualification"
